Geneid	Chr	Start	End	Strand	Length	70aU	70bU	70ai	70bi	RAD50-3U	RAD50-4U	RAD50-3i	RAD50-4i
Tb427_000664100:pseudogene	unitig_1878_Tb427v10	18387	18898	-	512	0	0	0	0	0	0	0	0
Tb427_090011600	Chr9_core_Tb427v10	175759	176007	-	249	68	87	12	12	22	66	25	59
Tb427_060030300	Chr6_core_Tb427v10	660242	661201	+	960	0	0	0	0	0	0	0	4
Tb427_000500900:pseudogene	Chr8_5A_Tb427v10	26237	27693	-	1457	1	0	2	0	0	0	0	6
Tb427_110117700	Chr11_core_Tb427v10	2789301	2789390	+	90	0	1	0	0	0	0	0	0
Tb427_110045400	Chr11_core_Tb427v10	1136037	1136978	+	942	0	0	0	2	12	0	0	0
Tb427_000543400:pseudogene	Chr8_5B_Tb427v10	591949	592822	+	874	0	0	0	0	0	0	0	0
Tb427_000186300:pseudogene	Chr1_3A_Tb427v10	342388	343852	-	1465	0	0	0	0	0	0	0	0
Tb427_000557000:pseudogene	Chr9_3A_Tb427v10	225806	226680	-	875	0	0	0	0	0	0	0	0
Tb427_100161500	Chr10_core_Tb427v10	3736202	3739798	+	3597	0	2	0	0	0	0	0	0
Tb427_000520900:pseudogene	Chr8_5A_Tb427v10	677999	679360	+	1362	0	0	0	0	0	0	0	0
Tb427_000862400	Chr9_5A_Tb427v10	157202	157907	+	706	0	0	0	0	0	0	0	0
Tb427_000285400:pseudogene	Chr3_3A_Tb427v10	13402	13743	+	342	0	0	0	0	0	0	0	0
Tb427_020026500	Chr2_core_Tb427v10	626322	627341	+	1020	0	0	0	0	0	0	0	0
Tb427_100145000	Chr10_core_Tb427v10	3340977	3342644	-	1668	8	28	2	4	6	18	7	24
Tb427_000387400:pseudogene	Chr6_3A_Tb427v10	286709	288250	-	1542	0	0	0	0	0	0	4	4
Tb427_110163900	Chr11_core_Tb427v10	3944795	3946684	+	1890	0	0	0	0	1	0	0	0
Tb427_000840400:pseudogene	unitig_52_Tb427v10	29742	31600	-	1859	16	20	8	5	17	50	13	15
Tb427_030048500	Chr3_core_Tb427v10	1126105	1130100	-	3996	0	47	5	4	6	16	13	12
Tb427_110170400	Chr11_core_Tb427v10	4107898	4109946	-	2049	105	40	4	8	18	17	2	6
Tb427_000706800	unitig_2085_Tb427v10	811	2007	-	1197	0	0	0	0	0	0	0	0
Tb427_000467000	Chr7_5A_Tb427v10	399918	400238	+	321	0	0	0	0	0	0	0	0
Tb427_000637400:pseudogene	unitig_166_Tb427v10	15233	15728	-	496	0	2	0	0	4	3	1	0
Tb427_070044100	Chr7_core_Tb427v10	1007806	1008576	-	771	110	6	0	2	4	0	0	4
Tb427_000458500:pseudogene	Chr7_5A_Tb427v10	158775	159774	+	1000	0	0	0	0	0	0	0	0
Tb427_000632900	Tb427VSG-600_unitig_Tb427v10	5115	6569	+	1455	0	0	0	0	0	0	0	0
Tb427_000005100	BES10_Tb427v10	21032	21601	+	570	0	0	0	0	0	0	0	0
Tb427_000014500:pseudogene	BES1_Tb427v10	29394	30828	+	1435	395	790	99	114	508	590	154	268
Tb427_000676900:pseudogene	unitig_1903_Tb427v10	21328	21687	-	360	0	0	0	0	0	0	0	0
Tb427_000485800	Chr8_3A_Tb427v10	49750	50721	+	972	87	36	10	8	32	31	17	11
Tb427_100125300	Chr10_core_Tb427v10	2875188	2878679	+	3492	0	6	0	0	1	1	2	7
Tb427_000105200	Chr10_3B_Tb427v10	922649	923539	-	891	0	0	0	0	0	0	0	0
Tb427_050052300	Chr5_core_Tb427v10	1386736	1387158	-	423	83	248	62	38	160	180	88	110
Tb427_000014600:pseudogene	BES1_Tb427v10	32524	33471	+	948	683	368	81	50	316	375	77	149
Tb427_110185800	Chr11_core_Tb427v10	4495403	4497253	-	1851	30	33	4	10	28	18	16	4
Tb427_000058600	Chr10_3A_Tb427v10	1039349	1039708	+	360	0	0	0	0	0	0	0	0
Tb427_100102400	Chr10_core_Tb427v10	2350709	2351248	+	540	0	0	0	0	0	0	0	0
Tb427_000076000:pseudogene	Chr10_3B_Tb427v10	31773	33245	-	1473	0	0	0	0	0	0	0	0
Tb427_030026800	Chr3_core_Tb427v10	549111	555164	-	6054	0	2	0	2	38	2	0	2
Tb427_110108000	Chr11_core_Tb427v10	2704054	2704938	+	885	0	0	0	0	0	0	0	0
Tb427_090049800	Chr9_core_Tb427v10	1135060	1136190	-	1131	0	3	2	0	24	5	4	0
Tb427_000360000:pseudogene	Chr5_3A_Tb427v10	321067	322583	-	1517	0	0	0	0	0	0	0	0
Tb427_090022600	Chr9_core_Tb427v10	459948	460433	+	486	0	0	0	0	0	0	0	0
Tb427_000105100	Chr10_3B_Tb427v10	918789	919751	-	963	0	0	0	0	0	0	0	0
Tb427_040020000	Chr4_core_Tb427v10	367001	367237	-	237	0	2	0	1	3	0	2	2
Tb427_000161900:pseudogene	Chr11_3B_Tb427v10	550444	551678	-	1235	0	0	0	0	0	0	0	0
Tb427_000741900	unitig_2222_Tb427v10	48471	50612	+	2142	0	0	0	0	0	0	0	1
Tb427_080072600	Chr8_core_Tb427v10	1801417	1802055	-	639	0	17	0	0	0	19	8	8
Tb427_000742000:pseudogene	unitig_2222_Tb427v10	50690	51009	-	320	0	0	0	0	0	0	0	0
Tb427_110108700	Chr11_core_Tb427v10	2718536	2718751	+	216	0	0	0	0	0	0	0	0
Tb427_110015100	Chr11_core_Tb427v10	247308	248870	+	1563	0	6	0	0	0	0	0	0
Tb427_090088500	Chr9_core_Tb427v10	2048635	2049249	+	615	19	5	0	0	0	0	3	0
Tb427_000529200:pseudogene	Chr8_5B_Tb427v10	150581	152080	+	1500	0	0	0	0	0	0	0	0
Tb427_080086300:pseudogene	Chr8_core_Tb427v10	2266438	2266662	+	225	0	0	0	0	0	0	0	0
Tb427_040048300	Chr4_core_Tb427v10	1163912	1165426	-	1515	0	0	4	0	4	0	0	0
Tb427_100077800	Chr10_core_Tb427v10	1804391	1807045	-	2655	0	14	0	0	6	0	0	4
Tb427_000148900:pseudogene	Chr11_3B_Tb427v10	143478	144913	-	1436	0	0	0	0	0	0	0	0
Tb427_000152400:pseudogene	Chr11_3B_Tb427v10	235341	236904	+	1564	0	0	0	0	0	0	0	0
Tb427_070056600	Chr7_core_Tb427v10	1340336	1343200	+	2865	0	0	0	0	0	0	0	0
Tb427_030019100	Chr3_core_Tb427v10	386534	387850	-	1317	222	22	24	10	70	98	36	80
Tb427_050040800	Chr5_core_Tb427v10	1137803	1140193	-	2391	0	0	0	0	0	0	0	0
Tb427_000708200:pseudogene	unitig_2087_Tb427v10	25774	27517	-	1744	0	0	0	0	0	1	0	2
Tb427_000661300	unitig_1860_Tb427v10	12873	15008	+	2136	0	0	0	0	0	0	0	0
Tb427_100165100	Chr10_core_Tb427v10	3852127	3854181	+	2055	0	0	0	0	0	0	0	0
Tb427_000536200:pseudogene	Chr8_5B_Tb427v10	372960	374535	+	1576	0	0	0	0	0	0	0	0
Tb427_000802500:pseudogene	unitig_2671_Tb427v10	18271	18698	+	428	0	0	0	0	0	0	0	0
Tb427_030032100	Chr3_core_Tb427v10	695852	698209	-	2358	0	0	0	0	0	0	0	0
Tb427_000535000:pseudogene	Chr8_5B_Tb427v10	332851	333206	+	356	0	0	0	0	0	0	0	0
Tb427_000059200:pseudogene	Chr10_3A_Tb427v10	1055143	1056524	+	1382	0	0	0	0	0	0	0	0
Tb427_100046800	Chr10_core_Tb427v10	1095364	1095924	+	561	0	12	4	4	0	0	0	8
Tb427_050051100:pseudogene	Chr5_core_Tb427v10	1359245	1360517	-	1273	0	7	2	0	0	3	0	0
Tb427_000060400	Chr10_3A_Tb427v10	1124135	1124935	+	801	0	0	0	0	0	0	0	0
Tb427_050021800	Chr5_core_Tb427v10	554531	556387	+	1857	0	0	0	0	0	0	4	0
Tb427_100067100	Chr10_core_Tb427v10	1582747	1583142	-	396	17	0	1	0	3	2	1	0
Tb427_000511000:pseudogene	Chr8_5A_Tb427v10	323231	324685	+	1455	0	0	0	0	0	3	0	0
Tb427_090071300	Chr9_core_Tb427v10	1626090	1626151	+	62	0	17	0	0	17	3	6	4
Tb427_000218700:pseudogene	Chr1_3A_Tb427v10	1316121	1317633	-	1513	0	0	0	0	0	0	0	0
Tb427_110170800	Chr11_core_Tb427v10	4114962	4115648	-	687	7	3	4	0	0	10	0	2
Tb427_000663100:pseudogene	unitig_1878_Tb427v10	54	572	-	519	0	0	0	0	0	0	0	0
Tb427_000208300	Chr1_3A_Tb427v10	994250	995860	-	1611	0	0	0	0	0	0	6	0
Tb427_000350200:pseudogene	Chr5_3A_Tb427v10	28945	30478	-	1534	0	0	0	0	0	0	0	0
Tb427_000522000:pseudogene	Chr8_5A_Tb427v10	711148	712590	+	1443	0	0	0	0	0	0	0	0
Tb427_000357900:pseudogene	Chr5_3A_Tb427v10	246596	248059	-	1464	0	0	0	0	0	0	0	35
Tb427_000220900	Chr1_3A_Tb427v10	1381411	1383006	+	1596	0	0	0	0	0	0	0	0
Tb427_110126900	Chr11_core_Tb427v10	3019146	3019487	+	342	0	0	0	0	0	0	0	0
Tb427_090056700	Chr9_core_Tb427v10	1291699	1293171	-	1473	114	47	5	10	13	34	14	24
Tb427_000727100	unitig_2175_Tb427v10	8362	14235	-	5874	0	0	0	0	0	0	0	0
Tb427_000541500	Chr8_5B_Tb427v10	536382	536873	+	492	0	0	0	0	0	0	0	0
Tb427_000111800	Chr11_3A_Tb427v10	42676	43947	-	1272	0	0	0	0	0	0	0	0
Tb427_100093000	Chr10_core_Tb427v10	2132473	2133024	+	552	0	0	0	0	0	0	2	0
Tb427_020028300	Chr2_core_Tb427v10	669744	670835	+	1092	0	0	0	0	0	0	0	0
Tb427_090089000	Chr9_core_Tb427v10	2055856	2057487	+	1632	0	0	0	2	0	0	0	4
Tb427_070023900	Chr7_core_Tb427v10	449831	452743	+	2913	0	10	0	0	0	0	0	0
Tb427_000787800:pseudogene	unitig_252_Tb427v10	8010	9558	+	1549	0	0	0	0	0	0	0	0
Tb427_030012900	Chr3_core_Tb427v10	209766	213209	+	3444	0	0	0	0	0	0	0	0
Tb427_000795800	unitig_2582_Tb427v10	13818	15224	+	1407	5	0	0	0	0	0	0	0
Tb427_000763500:pseudogene	unitig_2344_Tb427v10	33972	36330	+	2359	0	0	0	0	0	0	0	0
Tb427_090053500	Chr9_core_Tb427v10	1214101	1215039	-	939	0	23	4	4	23	13	6	7
Tb427_110022900	Chr11_core_Tb427v10	501780	503666	-	1887	0	0	0	0	0	8	0	0
Tb427_070071200	Chr7_core_Tb427v10	1774263	1775906	+	1644	0	0	0	0	0	0	0	0
Tb427_100110700	Chr10_core_Tb427v10	2560359	2561339	-	981	0	0	0	0	16	5	0	6
Tb427_090035900	Chr9_core_Tb427v10	794401	797328	+	2928	0	42	0	12	11	0	4	4
Tb427_000150400	Chr11_3B_Tb427v10	183140	183985	+	846	0	0	0	0	0	0	0	0
Tb427_110149500	Chr11_core_Tb427v10	3605304	3606629	-	1326	0	0	0	0	0	0	0	0
Tb427_070065600	Chr7_core_Tb427v10	1601171	1602943	+	1773	114	198	21	34	257	191	79	164
Tb427_110174300	Chr11_core_Tb427v10	4207604	4209505	-	1902	0	6	0	0	0	0	0	0
Tb427_100143500	Chr10_core_Tb427v10	3312642	3313667	-	1026	0	0	0	0	0	0	0	0
Tb427_110105600	Chr11_core_Tb427v10	2650310	2650570	-	261	37	23	6	13	0	21	15	19
Tb427_000068900:pseudogene	Chr10_3A_Tb427v10	1427735	1429135	+	1401	0	0	0	0	0	0	0	0
Tb427_000626400:pseudogene	Chr9_5A_Tb427v10	321499	322232	-	734	0	0	0	0	0	0	0	0
Tb427_100128400	Chr10_core_Tb427v10	2941891	2942241	+	351	0	0	0	2	0	0	0	0
Tb427_000208000	Chr1_3A_Tb427v10	983805	985241	-	1437	0	0	0	0	0	0	8	0
Tb427_000473300	Chr7_5A_Tb427v10	582052	582654	+	603	0	0	0	0	0	0	0	0
Tb427_050049500	Chr5_core_Tb427v10	1334187	1334489	-	303	106	197	42	44	72	98	54	62
Tb427_110108300	Chr11_core_Tb427v10	2712163	2713086	+	924	0	0	0	1	18	3	0	0
Tb427_000407300:pseudogene	Chr6_3A_Tb427v10	907669	909179	-	1511	0	0	0	0	0	0	0	0
Tb427_060021700	Chr6_core_Tb427v10	496433	496498	-	66	0	1	0	0	4	8	0	2
Tb427_000841800	unitig_62_Tb427v10	6685	6803	-	119	0	0	0	0	0	0	0	0
Tb427_100029400	Chr10_core_Tb427v10	607954	609531	+	1578	0	0	0	0	27	2	8	5
Tb427_020006600	Chr2_core_Tb427v10	53395	55260	+	1866	178	152	28	32	116	113	12	45
Tb427_000085500:pseudogene	Chr10_3B_Tb427v10	317880	318817	+	938	0	0	0	0	0	0	0	0
Tb427_000823600	unitig_3082_Tb427v10	29512	30099	-	588	0	0	0	0	0	0	0	0
Tb427_000624500:pseudogene	Chr9_5A_Tb427v10	260942	262366	+	1425	0	2	0	0	0	0	0	2
Tb427_040054100	Chr4_core_Tb427v10	1309925	1311262	-	1338	93	66	8	2	54	40	17	20
Tb427_040018500	Chr4_core_Tb427v10	335262	336707	-	1446	11	6	6	2	22	11	2	2
Tb427_100069200	Chr10_core_Tb427v10	1635715	1636734	+	1020	0	6	0	0	0	0	0	2
Tb427_060021900	Chr6_core_Tb427v10	497014	497076	-	63	0	0	0	0	0	1	0	0
Tb427_000263600	Chr1_3B_Tb427v10	568248	569654	-	1407	0	0	0	0	0	0	0	0
Tb427_000166100:pseudogene	Chr11_3B_Tb427v10	677787	679286	-	1500	0	0	0	0	0	0	0	0
Tb427_000609700:pseudogene	Chr9_3B_Tb427v10	292658	293496	-	839	0	0	0	0	0	0	0	0
Tb427_040057400:pseudogene	Chr4_core_Tb427v10	1394065	1395597	+	1533	0	2	0	2	0	3	5	0
Tb427_000479000	Chr7_5A_Tb427v10	728805	730100	+	1296	0	0	0	0	0	0	0	0
Tb427_080045300	Chr8_core_Tb427v10	1086312	1088564	-	2253	0	0	0	0	0	0	0	0
Tb427_100026600	Chr10_core_Tb427v10	532822	534588	+	1767	0	1	0	0	4	5	4	2
Tb427_030026700	Chr3_core_Tb427v10	546065	548512	-	2448	0	21	4	8	4	0	2	6
Tb427_000825200:pseudogene	unitig_308_Tb427v10	40002	40362	-	361	0	0	0	0	0	0	0	0
Tb427_000185300:pseudogene	Chr1_3A_Tb427v10	319897	320373	-	477	0	0	0	0	0	0	0	0
Tb427_000819700:pseudogene	unitig_303_Tb427v10	24660	25146	+	487	0	2	0	4	0	2	0	0
Tb427_110140000	Chr11_core_Tb427v10	3353236	3353682	+	447	0	0	0	0	0	0	0	0
Tb427_000202100:pseudogene	Chr1_3A_Tb427v10	809845	811193	-	1349	0	0	0	0	0	0	0	0
Tb427_000761700:pseudogene	unitig_2342_Tb427v10	10811	11155	+	345	0	0	0	0	0	0	0	0
Tb427_000188100	Chr1_3A_Tb427v10	411448	412524	-	1077	0	0	0	0	0	0	0	0
Tb427_000023500	BES5_Tb427v10	46274	47260	+	987	42	21	16	5	30	22	8	17
Tb427_000632100	Tb427VSG-416_unitig_Tb427v10	15706	17247	+	1542	7	61	107685	99933	45	59	75357	128262
Tb427_000270100:pseudogene	Chr1_5A_Tb427v10	46751	48144	-	1394	0	1	0	0	0	0	0	2
Tb427_090037400	Chr9_core_Tb427v10	842642	844429	+	1788	0	0	0	0	0	4	2	0
Tb427_000813200	unitig_2996_Tb427v10	7484	7930	+	447	0	0	0	0	0	0	0	0
Tb427_000810200:pseudogene	unitig_284_Tb427v10	76482	76949	+	468	0	0	0	0	1	0	0	0
Tb427_040020600	Chr4_core_Tb427v10	376536	376844	-	309	0	2	0	0	0	0	0	0
Tb427_000151300:pseudogene	Chr11_3B_Tb427v10	202357	203850	-	1494	0	0	0	0	0	0	0	2
Tb427_000462600:pseudogene	Chr7_5A_Tb427v10	282074	282677	+	604	0	0	0	0	0	0	0	0
Tb427_010011800	Chr1_core_Tb427v10	175856	177607	+	1752	0	0	0	0	0	0	0	0
Tb427_080055700	Chr8_core_Tb427v10	1376741	1377577	+	837	0	0	0	0	0	0	0	0
Tb427_000136800:pseudogene	Chr11_3A_Tb427v10	839809	841266	-	1458	0	0	0	0	0	0	0	0
Tb427_000483600	Chr7_5A_Tb427v10	857265	858437	+	1173	0	0	0	0	0	0	0	0
Tb427_000374000:pseudogene	Chr5_3B_Tb427v10	233150	234416	-	1267	0	0	0	0	0	0	0	0
Tb427_000237600	Chr1_3A_Tb427v10	1916171	1916662	-	492	0	0	0	0	0	0	0	0
Tb427_000374100	Chr5_3B_Tb427v10	239023	239496	-	474	0	0	0	0	0	0	0	0
Tb427_100065100	Chr10_core_Tb427v10	1524567	1526633	-	2067	0	18	2	0	4	0	4	0
Tb427_100114900	Chr10_core_Tb427v10	2626218	2627219	-	1002	0	0	0	0	0	0	0	0
Tb427_100129600	Chr10_core_Tb427v10	2968969	2970078	+	1110	0	0	0	0	0	0	2	0
Tb427_000792600:pseudogene	unitig_2569_Tb427v10	10643	13462	-	2820	5	71	16	9	33	2	10	1
Tb427_000677700	unitig_1904_Tb427v10	21641	24178	+	2538	18	14	2	6	21	20	14	2
Tb427_000502300	Chr8_5A_Tb427v10	82770	83582	+	813	0	42	12	2	39	31	10	8
Tb427_000098000:pseudogene	Chr10_3B_Tb427v10	683002	684415	-	1414	0	6	0	0	0	0	0	0
Tb427_000465600	Chr7_5A_Tb427v10	359863	361319	+	1457	0	0	0	0	0	0	0	1
Tb427_000783600	unitig_2495_Tb427v10	17558	19597	-	2040	0	6	5	0	8	4	0	6
Tb427_050021000	Chr5_core_Tb427v10	526865	528292	-	1428	45	0	0	0	5	0	0	0
Tb427_000817700:pseudogene	unitig_302_Tb427v10	10595	10912	+	318	0	0	0	0	0	0	0	0
Tb427_000311200	Chr4_3A_Tb427v10	189034	189354	-	321	0	0	0	0	0	0	0	0
Tb427_000131300	Chr11_3A_Tb427v10	664091	665071	+	981	0	0	0	0	0	0	0	0
Tb427_010025700	Chr1_core_Tb427v10	622077	624327	+	2251	6	4	0	0	2	4	0	2
Tb427_070076500	Chr7_core_Tb427v10	1960007	1960771	-	765	0	0	0	1	32	3	0	1
Tb427_100124500	Chr10_core_Tb427v10	2853686	2855140	+	1455	0	10	0	2	18	0	2	4
Tb427_050033600	Chr5_core_Tb427v10	917486	918901	+	1416	0	0	0	0	12	0	0	3
Tb427_000599300:pseudogene	Chr9_3A_Tb427v10	1447549	1448874	-	1326	0	0	0	0	0	0	0	0
Tb427_000422500:pseudogene	Chr6_3B_Tb427v10	54169	54900	-	732	0	0	0	0	0	0	0	0
Tb427_000793700:pseudogene	unitig_2569_Tb427v10	41478	41711	-	234	0	0	0	0	0	0	0	1
Tb427_070043500	Chr7_core_Tb427v10	992148	993293	-	1146	0	0	0	0	0	0	0	0
Tb427_100020700	Chr10_core_Tb427v10	398133	398861	+	729	0	0	0	0	0	0	0	0
Tb427_070020700	Chr7_core_Tb427v10	397958	399688	+	1731	0	0	0	0	0	0	0	0
Tb427_000356800:pseudogene	Chr5_3A_Tb427v10	212253	213498	-	1246	0	0	0	0	0	0	2	0
Tb427_080058200	Chr8_core_Tb427v10	1462300	1464153	+	1854	0	0	0	0	0	0	0	0
Tb427_030029900	Chr3_core_Tb427v10	642722	643447	-	726	0	0	0	0	0	0	0	0
Tb427_010020900	Chr1_core_Tb427v10	457276	458487	+	1212	2	0	0	0	0	0	4	2
Tb427_000661200	unitig_1860_Tb427v10	7676	9052	+	1377	2	2	0	0	0	14	0	2
Tb427_000512800	Chr8_5A_Tb427v10	374550	375899	+	1350	0	0	0	0	0	0	0	0
Tb427_100159500	Chr10_core_Tb427v10	3696432	3697127	+	696	11	0	0	0	0	0	0	0
Tb427_000469100:pseudogene	Chr7_5A_Tb427v10	455174	456523	+	1350	0	0	0	0	0	0	0	0
Tb427_000577900:pseudogene	Chr9_3A_Tb427v10	797312	799220	-	1909	0	126	15	4	302	187	26	14
Tb427_110067500	Chr11_core_Tb427v10	1726546	1728948	-	2403	6	47	12	4	50	68	2	14
Tb427_000828200	unitig_3147_Tb427v10	14698	16722	-	2025	0	0	0	0	0	0	0	0
Tb427_000549600	Chr9_3A_Tb427v10	21705	22157	+	453	0	0	0	0	0	0	0	0
Tb427_000512500:pseudogene	Chr8_5A_Tb427v10	366138	366691	+	554	0	0	0	0	0	0	0	0
Tb427_000416600	Chr6_3A_Tb427v10	1183712	1184221	-	510	0	0	0	0	0	0	0	0
Tb427_000524500	Chr8_5B_Tb427v10	3545	5110	-	1566	60	136	6	0	408	289	355	366
Tb427_070052000	Chr7_core_Tb427v10	1227495	1227578	-	84	0	0	0	0	0	0	0	0
Tb427_000162000:pseudogene	Chr11_3B_Tb427v10	556816	558425	-	1610	0	0	0	0	0	0	2	0
Tb427_100130900	Chr10_core_Tb427v10	2992247	2993044	-	798	0	0	0	0	0	0	2	0
Tb427_090051100	Chr9_core_Tb427v10	1161765	1161938	-	174	0	0	0	0	0	0	0	0
Tb427_110015600:pseudogene	Chr11_core_Tb427v10	261511	263373	+	1863	0	4	0	0	0	0	0	0
Tb427_000486300	Chr8_3A_Tb427v10	65053	66408	-	1356	0	0	0	0	0	0	0	0
Tb427_000702900:pseudogene	unitig_2077_Tb427v10	25544	25862	+	319	15	5	6	3	2	15	5	15
Tb427_000609600:pseudogene	Chr9_3B_Tb427v10	291004	292362	-	1359	0	0	0	0	0	0	0	0
Tb427_000295800:pseudogene	Chr3_5A_Tb427v10	225831	228534	-	2704	0	0	0	0	0	0	0	0
Tb427_090015100	Chr9_core_Tb427v10	285326	288454	-	3129	35	0	0	2	0	0	0	0
Tb427_100015600	Chr10_core_Tb427v10	267551	268336	-	786	0	6	0	0	0	0	4	1
Tb427_000260200	Chr1_3B_Tb427v10	472519	473940	-	1422	0	0	0	0	0	0	0	0
Tb427_100105200	Chr10_core_Tb427v10	2426614	2427402	+	789	0	5	0	0	3	0	0	0
Tb427_000039700	Chr10_3A_Tb427v10	462983	463666	-	684	0	0	0	0	0	0	0	0
Tb427_030029000	Chr3_core_Tb427v10	622230	623015	-	786	0	1	0	0	10	0	0	0
Tb427_000678400:pseudogene	unitig_190_Tb427v10	3996	4354	-	359	0	0	0	0	0	0	0	0
Tb427_000780100	unitig_2489_Tb427v10	5946	6182	-	237	0	0	0	0	0	0	0	0
Tb427_080065800	Chr8_core_Tb427v10	1648635	1648739	+	105	0	0	2	0	0	1	0	0
Tb427_110007000	Chr11_core_Tb427v10	45494	47569	-	2076	0	0	0	0	0	0	6	4
Tb427_080045200	Chr8_core_Tb427v10	1083820	1085340	-	1521	0	2	0	0	2	0	0	0
Tb427_090056800	Chr9_core_Tb427v10	1293836	1294639	-	804	0	0	0	0	5	0	1	0
Tb427_000657300:pseudogene	unitig_1857_Tb427v10	5815	6159	-	345	0	0	0	0	0	0	0	0
Tb427_030043800	Chr3_core_Tb427v10	1016248	1018035	-	1788	173	245	52	35	64	75	30	35
Tb427_110121300	Chr11_core_Tb427v10	2856300	2857388	+	1089	0	44	4	2	45	2	12	6
Tb427_100163700	Chr10_core_Tb427v10	3815657	3816415	+	759	0	14	0	0	0	7	0	8
Tb427_000823000:pseudogene	unitig_3082_Tb427v10	5059	6761	-	1703	0	0	0	0	0	0	0	0
Tb427_090056500	Chr9_core_Tb427v10	1289259	1290065	-	807	0	3	0	0	0	3	0	0
Tb427_000607900:pseudogene	Chr9_3B_Tb427v10	242115	243667	-	1553	0	0	0	0	0	0	0	0
Tb427_080066300	Chr8_core_Tb427v10	1652651	1653865	+	1215	0	75	2	0	31	70	15	27
Tb427_110115800	Chr11_core_Tb427v10	2785487	2785606	+	120	0	0	0	0	0	0	0	0
Tb427_000526700:pseudogene	Chr8_5B_Tb427v10	83340	84894	+	1555	0	0	0	8	50	8	214	1257
Tb427_110123800	Chr11_core_Tb427v10	2936237	2937535	+	1299	0	0	0	0	2	0	0	2
Tb427_050041200	Chr5_core_Tb427v10	1146788	1148056	-	1269	0	0	0	0	0	0	0	0
Tb427_000769500	unitig_2455_Tb427v10	11278	11640	+	363	0	0	0	0	0	0	0	0
Tb427_090079200	Chr9_core_Tb427v10	1798637	1800709	-	2073	24	26	18	0	26	18	9	8
Tb427_000212700	Chr1_3A_Tb427v10	1119288	1121363	+	2076	0	0	0	0	0	0	0	0
Tb427_000129100:pseudogene	Chr11_3A_Tb427v10	603643	605056	+	1414	0	0	0	0	0	0	0	0
Tb427_110082300	Chr11_core_Tb427v10	2103460	2105349	-	1890	0	14	0	0	6	0	0	0
Tb427_000649700:pseudogene	unitig_1843_Tb427v10	1464	4285	+	2822	3	20	2	2	0	8	0	2
Tb427_110127200	Chr11_core_Tb427v10	3025243	3027429	+	2187	245	257	39	30	216	143	48	88
Tb427_070065900	Chr7_core_Tb427v10	1610696	1612492	+	1797	2	10	3	0	0	0	0	2
Tb427_110165800	Chr11_core_Tb427v10	3990094	3991596	-	1503	0	32	8	12	4	26	10	6
Tb427_070070400	Chr7_core_Tb427v10	1749372	1749629	+	258	0	0	0	0	0	0	0	0
Tb427_000837000:pseudogene	unitig_50_Tb427v10	15293	16918	-	1626	0	0	0	0	0	0	0	0
Tb427_000120100	Chr11_3A_Tb427v10	312246	312659	+	414	0	0	0	0	0	0	0	0
Tb427_000783700	unitig_2495_Tb427v10	21792	22643	-	852	0	0	0	0	0	0	0	0
Tb427_000215800	Chr1_3A_Tb427v10	1219716	1220279	-	564	0	0	0	0	0	0	4	4
Tb427_000007800	BES12_Tb427v10	33654	35018	+	1365	0	0	0	0	0	0	0	0
Tb427_000836900:pseudogene	unitig_50_Tb427v10	12182	13594	-	1413	0	0	0	0	0	0	0	0
Tb427_080013300	Chr8_core_Tb427v10	283027	283749	-	723	0	2	0	0	0	3	4	0
Tb427_000321000:pseudogene	Chr4_3A_Tb427v10	496546	497973	-	1428	0	0	0	0	0	0	0	0
Tb427_000795600	unitig_2582_Tb427v10	4246	5826	+	1581	3	0	0	0	0	0	0	0
Tb427_050006400	Chr5_core_Tb427v10	64141	65022	+	882	19	24	10	8	16	31	14	6
Tb427_000656200:pseudogene	unitig_1853_Tb427v10	54187	54537	+	351	0	0	0	0	0	0	0	0
Tb427_000678100:pseudogene	unitig_1906_Tb427v10	8006	9052	+	1047	24	6	2	2	6	20	9	10
Tb427_000019600:pseudogene	BES3_Tb427v10	41657	45177	+	3521	0	0	0	0	0	0	0	0
Tb427_000427500:pseudogene	Chr6_3B_Tb427v10	219475	220854	-	1380	0	0	0	0	0	0	0	0
Tb427_100117700	Chr10_core_Tb427v10	2692272	2692862	-	591	8	28	0	0	12	21	0	10
Tb427_000719800	unitig_2140_Tb427v10	17628	18656	+	1029	0	0	0	0	0	0	0	0
Tb427_110130200	Chr11_core_Tb427v10	3097521	3098339	+	819	0	0	0	0	0	0	0	0
Tb427_000636200	unitig_148_Tb427v10	50628	52685	+	2058	0	0	0	0	0	0	0	0
Tb427_100067800	Chr10_core_Tb427v10	1599678	1600889	-	1212	0	0	0	0	0	0	0	0
Tb427_100029300	Chr10_core_Tb427v10	605962	607026	+	1065	0	6	0	2	4	0	4	12
Tb427_030029600	Chr3_core_Tb427v10	633126	634382	-	1257	0	95	11	10	26	46	4	30
Tb427_000052400:pseudogene	Chr10_3A_Tb427v10	841364	842647	+	1284	0	0	0	0	0	0	0	0
Tb427_000682200:pseudogene	unitig_1911_Tb427v10	15025	16769	+	1745	0	0	0	0	0	0	2	0
Tb427_110152300	Chr11_core_Tb427v10	3675426	3676985	-	1560	0	0	0	0	0	0	0	2
Tb427_110085600	Chr11_core_Tb427v10	2180752	2183268	-	2517	20	69	0	12	10	25	0	24
Tb427_000493200	Chr8_3A_Tb427v10	288687	290477	+	1791	0	0	0	0	0	22	2	10
